city,locality,zone,latitude,longitude,price_per_sqft,monthly_rent,maintenance_cost,safety_score,crime_rate,pollution_index,noise_level,hospital_distance_km,school_distance_km,college_distance_km,metro_distance_km,bus_stop_distance_km,road_connectivity_score,green_space_score,shopping_mall_distance_km,internet_speed_mbps,water_availability_score,power_backup
Chennai,OMR,East,25.4363,75.2996,14114,43316,2024,8.2,3.7,139,7.3,3.48,2.58,3.54,3.76,0.1,8.8,8.3,4.13,100,6.1,Yes
Chennai,Anna Nagar,East,27.6901,76.6565,7877,72738,2265,9.4,3.2,152,3.6,5.76,4.05,2.54,5.34,0.72,8.2,4.6,3.65,75,7.4,Yes
Chennai,Anna Nagar,Central,25.4647,77.0609,11259,27903,6389,8.4,4.1,194,4.9,2.02,1.97,2.5,2.32,0.57,9.4,5.9,4.97,241,8.3,Yes
Chennai,Porur,East,27.5978,75.3613,7417,38455,3901,7.8,5.1,138,3.8,5.13,1.85,5.46,4.73,0.61,7.8,8.4,1.39,274,6.6,Yes
Chennai,Tambaram,Central,24.7493,75.7843,13983,70940,2688,9.0,5.5,162,7.2,4.87,4.02,6.99,0.32,0.92,8.6,7.2,3.01,199,7.4,Yes
Chennai,Velachery,Central,28.6064,79.4856,8559,77602,1506,7.1,5.3,138,4.1,3.78,4.39,6.51,5.42,0.7,7.3,5.9,2.61,289,7.9,Yes
Chennai,Porur,Central,14.8586,75.2059,10541,68711,1905,7.3,2.5,175,5.5,5.35,3.91,4.05,0.3,0.86,8.7,6.2,1.3,141,6.3,Yes
Chennai,Tambaram,West,22.3742,79.0326,6677,81891,5825,7.1,3.9,235,6.7,1.03,3.52,1.2,5.28,1.09,9.4,5.5,5.59,125,7.9,Yes
Chennai,Tambaram,South,28.2322,77.0168,13680,53873,4395,8.8,3.3,254,5.7,5.41,1.1,5.97,4.0,0.45,9.4,6.3,4.65,157,7.3,Yes
Chennai,Anna Nagar,North,21.7166,76.4761,13897,71420,5208,7.3,1.0,149,4.8,1.08,2.03,4.31,0.5,0.38,8.4,8.4,5.17,190,7.3,Yes
Chennai,OMR,West,26.1145,73.3607,8773,23373,5348,7.5,1.2,125,3.9,4.56,0.34,6.84,4.1,0.59,7.1,7.4,4.05,183,9.0,No
Chennai,Velachery,West,23.6801,74.0126,15747,25196,1796,7.8,3.7,256,4.7,2.99,1.64,1.4,2.97,0.45,6.9,4.8,4.57,212,6.7,Yes
Chennai,OMR,Central,19.2997,73.8584,13717,22472,6262,6.6,5.0,210,7.5,1.18,2.19,5.68,1.07,1.23,7.2,8.1,4.82,278,6.9,Yes
Chennai,Velachery,South,20.3738,78.7345,6173,30017,4526,8.2,4.2,132,4.5,2.82,4.34,3.76,3.35,1.45,6.8,5.9,2.18,255,6.8,Yes
Chennai,Velachery,South,22.4303,77.3132,7636,19945,6138,9.4,2.1,190,5.8,1.88,0.7,4.75,1.32,0.72,8.1,4.5,1.53,204,9.5,Yes
Chennai,Anna Nagar,North,17.2507,79.6273,7956,39149,2146,8.4,3.3,171,7.3,3.0,1.38,4.0,5.45,0.76,9.4,6.9,2.99,196,7.4,Yes
Chennai,Porur,North,27.004,77.5246,12136,31693,4183,7.8,2.1,163,6.7,5.15,0.42,4.65,4.11,0.92,8.7,4.9,1.32,260,8.9,Yes
Chennai,OMR,South,18.0416,73.2827,14033,64619,4191,8.9,3.8,250,6.3,3.69,2.5,3.88,0.91,1.34,9.2,6.4,5.06,141,8.1,Yes
Chennai,Tambaram,North,25.2794,78.6509,12815,40290,3393,8.2,3.2,229,3.2,2.54,2.66,6.82,3.9,1.47,6.0,7.1,3.63,206,7.5,Yes
Chennai,Anna Nagar,South,26.3244,76.2105,9822,86967,1551,8.7,1.5,140,4.6,3.11,1.59,4.79,0.74,0.14,6.7,8.5,1.15,243,6.2,No
Chennai,Velachery,South,14.6847,75.117,15396,86944,5909,6.8,5.4,198,5.9,3.09,0.89,1.74,3.17,1.3,6.1,6.5,5.83,217,7.1,No
Chennai,Anna Nagar,Central,18.8542,74.0004,15039,25944,5012,7.4,1.6,250,6.6,3.1,1.14,6.64,0.37,0.13,6.5,4.6,0.52,117,6.6,Yes
Chennai,Porur,North,20.6015,76.9767,12551,19100,5240,9.3,1.3,257,3.7,2.55,4.24,4.81,3.48,0.5,7.2,9.0,3.14,263,6.7,Yes
Chennai,Velachery,Central,15.6168,76.4784,14624,39807,5605,9.1,3.7,240,4.0,1.63,1.64,6.59,4.92,1.03,8.1,8.9,0.94,249,6.7,Yes
Chennai,Porur,North,19.5235,79.4735,9849,39731,3599,6.5,1.4,178,3.1,3.7,3.67,4.97,0.76,1.48,8.2,8.5,5.46,141,7.5,No
Chennai,OMR,North,14.6085,79.8385,12383,78430,6003,8.5,4.8,165,3.5,4.99,0.68,3.21,4.44,0.58,6.0,7.5,1.75,255,7.9,Yes
Chennai,OMR,Central,23.3911,78.7633,8989,84580,3002,7.7,3.0,211,5.9,0.82,1.59,4.47,1.69,1.08,6.2,6.1,1.5,99,7.2,Yes
Chennai,Porur,Central,15.9782,75.4357,11077,69034,4767,8.5,4.7,207,6.7,2.44,1.86,2.23,4.05,1.25,8.8,8.2,3.81,284,8.6,Yes
Chennai,Anna Nagar,Central,24.5794,77.4861,7773,36902,5066,6.9,2.0,183,3.7,2.88,3.49,2.28,0.98,0.85,8.1,8.4,0.73,102,8.6,Yes
Chennai,OMR,Central,19.0963,75.1755,12178,86836,3752,8.4,2.2,135,5.5,4.55,4.27,6.04,2.46,0.95,9.5,7.0,3.53,80,8.6,Yes
Chennai,Porur,South,16.3394,72.8499,14665,38935,2020,7.4,2.6,185,7.3,2.75,4.0,1.36,2.4,0.92,7.3,4.7,3.68,145,6.9,Yes
Chennai,OMR,Central,22.6539,78.2674,7513,87899,2133,8.5,1.7,259,7.5,4.37,1.51,6.94,2.2,0.58,6.7,6.2,1.39,149,9.0,Yes
Chennai,Anna Nagar,East,13.7749,73.505,15382,34449,2315,8.1,2.6,227,6.8,4.24,0.51,6.24,3.82,1.39,7.0,5.8,2.29,202,7.5,Yes
Chennai,Velachery,Central,25.9074,76.5399,6452,37947,2645,9.4,5.3,155,3.3,2.72,1.18,5.72,4.16,0.12,7.4,8.1,4.94,252,8.2,No
Chennai,Velachery,South,16.454,77.322,13596,46448,4663,8.7,3.6,184,6.9,5.27,3.29,1.61,2.76,0.46,8.5,5.4,5.04,235,6.4,Yes
Chennai,Tambaram,East,26.7561,75.9005,12616,65297,5359,9.0,4.2,189,6.9,5.56,1.44,3.32,3.98,0.22,8.3,5.4,3.78,297,6.6,Yes
Chennai,OMR,South,14.0697,75.8852,5580,27852,1732,6.7,5.3,181,6.4,5.57,1.74,2.62,3.03,0.6,7.4,7.1,1.57,177,8.7,Yes
Chennai,OMR,North,17.4521,79.0252,11398,24564,6145,8.4,3.7,170,4.5,3.22,3.83,5.59,1.71,0.82,7.5,5.3,1.97,188,9.1,Yes
Chennai,Porur,West,23.3807,79.3307,11089,32908,1656,7.5,2.5,140,5.7,5.13,4.09,5.66,4.7,1.01,9.0,8.7,1.55,88,7.1,Yes
Chennai,Porur,North,24.9027,74.7016,11845,50907,4501,7.1,4.6,252,3.5,2.39,1.77,3.81,5.15,0.14,8.9,4.7,1.24,91,6.4,Yes
Chennai,Tambaram,North,17.1657,76.1814,12322,21098,3470,8.6,1.3,253,5.1,2.53,1.85,6.11,3.46,0.48,6.3,8.6,1.84,116,8.4,No
Chennai,Velachery,North,19.7991,74.057,5529,47049,5007,8.3,2.0,256,5.6,2.88,3.44,6.28,3.63,1.06,6.6,6.0,3.66,231,8.7,Yes
Chennai,Velachery,North,13.2274,76.9756,8661,44043,5108,7.1,2.4,254,5.6,3.13,0.58,4.76,0.34,1.47,7.2,5.3,5.16,71,6.8,No
Chennai,Anna Nagar,Central,14.1888,72.8015,15552,70356,3613,8.8,1.1,138,5.7,2.59,1.35,3.92,4.38,0.81,6.4,8.6,1.49,189,6.7,No
Chennai,Porur,North,15.532,76.3375,7520,54782,1987,7.5,2.0,158,5.7,2.49,3.1,4.45,4.41,1.18,6.2,5.3,2.1,253,8.5,Yes
Chennai,OMR,North,23.7402,77.0118,13251,67612,2754,8.0,1.8,208,4.1,5.49,1.5,1.27,3.21,0.41,8.4,5.9,1.14,134,7.1,Yes
Chennai,Tambaram,North,23.9649,74.671,10187,34487,2007,8.7,3.1,165,3.5,2.69,0.38,5.11,3.03,0.13,6.7,7.2,2.35,209,8.4,Yes
Chennai,Porur,West,16.82,78.2386,5233,53051,5083,9.4,1.1,210,3.0,5.68,1.46,6.33,4.96,1.16,6.5,8.1,3.96,100,6.2,No
Chennai,Tambaram,South,24.1444,78.7522,6710,73126,5206,8.6,4.5,151,6.4,4.42,0.69,3.38,0.95,1.09,7.2,8.2,1.87,162,7.7,Yes
Chennai,Velachery,West,23.6066,76.2896,10709,56216,3592,7.0,4.3,196,5.7,1.93,0.36,1.65,4.26,0.93,6.3,4.8,5.97,113,6.2,Yes
Chennai,Anna Nagar,West,14.3619,74.3085,12775,20002,3835,7.1,3.9,228,5.4,1.56,3.11,3.54,3.84,1.09,6.5,5.5,2.48,64,8.8,No
Chennai,OMR,North,20.0893,76.0667,10213,50025,2285,8.0,3.0,231,5.4,3.66,1.39,6.57,0.26,0.92,8.6,7.1,1.0,258,9.3,Yes
Chennai,OMR,East,15.7359,79.9254,12904,58993,4850,6.9,2.3,228,6.7,0.68,2.66,1.68,2.5,1.17,6.9,7.2,2.74,66,7.8,No
Chennai,Velachery,South,17.7273,76.8618,4823,25633,2653,9.2,2.0,197,7.0,2.09,1.36,4.98,3.45,1.16,7.4,7.1,5.08,90,9.4,Yes
Chennai,Tambaram,Central,26.217,73.7364,5549,74901,4692,8.3,3.5,197,4.0,5.0,2.92,1.39,0.71,0.63,6.6,4.8,1.7,152,8.2,No
Chennai,Velachery,East,12.859,75.7831,15561,72058,4358,6.5,3.5,235,6.3,3.93,3.01,2.17,3.6,0.26,9.4,5.9,0.51,236,7.5,Yes
Chennai,Porur,East,22.0809,79.9451,14508,23131,5392,7.5,1.8,234,4.9,5.49,1.52,6.66,3.75,0.81,7.4,5.5,1.64,263,6.3,Yes
Chennai,OMR,North,23.9481,76.6177,7698,57628,5323,9.2,4.9,197,6.9,4.48,2.99,1.44,2.91,1.38,6.9,5.1,3.78,82,7.0,No
Chennai,OMR,Central,18.3,75.7936,11650,71625,6476,9.4,3.6,191,5.1,4.04,1.82,3.89,0.44,0.13,8.7,6.5,4.42,166,6.4,No
Chennai,Velachery,West,22.973,73.8006,9227,77788,5627,7.9,1.4,132,7.2,0.72,3.6,2.96,3.23,0.43,9.4,5.9,5.36,180,7.1,Yes
Chennai,OMR,East,21.8057,80.1946,7762,82353,3391,8.9,4.9,157,5.7,2.7,0.68,6.36,3.64,0.74,6.7,6.9,1.72,273,7.7,Yes
Chennai,Porur,North,18.5123,79.1197,13622,36695,2411,8.4,5.0,201,5.3,5.41,2.07,2.73,0.25,0.73,8.4,4.5,2.34,166,9.0,Yes
Chennai,Velachery,Central,20.5376,79.9746,5672,80448,5728,8.8,5.0,173,7.2,5.11,3.03,1.01,1.54,0.98,8.8,4.5,1.78,87,8.1,Yes
Chennai,Velachery,North,26.4101,77.7665,6308,55037,6479,8.6,2.2,157,3.7,2.65,1.06,2.07,5.05,0.11,7.6,6.2,2.91,273,7.7,Yes
Chennai,Porur,East,19.4273,75.8908,4622,74277,6283,6.8,3.7,243,4.4,2.3,2.24,4.7,3.46,0.86,6.3,6.4,0.87,67,8.3,No
Chennai,Tambaram,South,21.1354,77.3533,9812,78234,5521,8.7,2.4,141,4.6,2.27,0.62,6.69,2.62,0.55,7.0,5.0,3.64,274,8.7,Yes
Chennai,Velachery,Central,18.615,76.2761,7957,22930,6150,8.0,3.6,161,7.1,0.96,3.26,4.75,4.01,1.0,8.2,6.5,1.55,220,8.3,Yes
Chennai,Anna Nagar,Central,15.9145,74.4373,12858,35917,3021,8.4,2.3,148,6.5,3.13,3.62,6.65,2.36,0.44,9.0,4.6,3.62,95,6.7,Yes
Chennai,Tambaram,Central,24.3972,76.1538,13643,39882,3141,7.5,4.9,163,3.5,5.7,0.37,2.83,3.43,1.1,6.9,7.1,3.16,226,6.2,No
Chennai,Anna Nagar,West,17.4294,75.2391,11656,54376,3980,8.4,1.5,158,6.3,5.7,2.44,6.79,1.64,0.59,6.5,6.6,3.99,190,8.3,No
Chennai,Tambaram,East,24.2077,75.5406,10484,29152,2172,7.2,4.0,252,5.9,4.19,1.91,5.75,1.05,0.94,9.2,6.8,0.59,81,7.4,Yes
Chennai,Anna Nagar,North,16.5935,75.6429,10115,86082,2064,7.3,2.7,150,7.4,4.56,1.81,3.26,5.49,1.07,6.5,8.0,4.66,135,8.0,Yes
Chennai,Anna Nagar,North,13.4079,76.7766,14487,79410,4878,8.6,3.3,210,4.1,3.24,3.07,4.61,0.92,0.87,7.2,5.5,3.87,70,6.6,Yes
Chennai,Anna Nagar,West,22.626,74.0018,11048,45722,4036,8.1,4.7,226,4.1,2.15,2.56,6.73,0.34,1.38,6.9,4.6,1.2,102,6.4,Yes
Chennai,OMR,East,20.0685,77.7604,8758,31509,2252,9.1,4.1,180,4.3,5.78,3.37,5.1,1.4,0.85,6.7,7.0,4.63,173,6.0,Yes
Chennai,Anna Nagar,West,24.3629,75.3502,5951,60824,5074,7.9,3.1,168,6.4,3.51,1.76,5.26,4.74,1.41,6.1,4.6,3.98,153,6.7,Yes
Chennai,Porur,East,23.4654,74.8146,12751,26006,2929,8.9,2.7,195,5.3,2.23,3.55,4.87,1.41,1.45,8.9,4.9,4.72,110,6.6,Yes
Chennai,Anna Nagar,East,16.5534,77.3111,9246,50409,1942,7.4,1.2,230,7.4,4.13,0.57,2.78,2.11,1.24,6.9,6.7,2.16,64,6.6,Yes
Chennai,Anna Nagar,East,19.0926,79.7012,14991,56603,5933,9.2,3.1,210,6.4,0.69,1.51,3.71,3.81,1.42,6.8,8.0,4.78,136,6.0,No
Chennai,Anna Nagar,East,15.1909,75.1081,9092,18268,6285,9.3,1.3,227,5.9,3.64,4.48,1.54,4.81,1.07,7.1,7.1,0.8,94,8.5,Yes
Chennai,Porur,West,13.5064,79.6491,12896,60321,3851,7.2,1.5,232,7.2,1.45,2.17,5.84,4.61,0.82,7.8,6.3,5.44,169,7.8,Yes
Chennai,OMR,East,20.2694,74.3606,12299,73033,2459,7.3,5.4,151,3.8,1.24,0.42,1.82,5.09,1.24,6.8,8.6,2.7,172,8.1,Yes
Chennai,Porur,East,21.6487,75.9449,5223,58582,6049,8.4,5.3,157,4.7,5.23,2.71,1.47,5.23,1.27,6.1,7.2,5.55,180,7.8,No
Chennai,Porur,South,25.4078,73.834,11400,24508,6024,8.5,2.3,239,6.9,2.77,2.86,4.17,5.08,0.81,6.9,7.7,2.8,255,7.5,Yes
Chennai,OMR,West,24.3742,74.6706,14251,48640,2443,9.1,2.1,178,4.2,1.9,0.9,2.88,0.4,0.46,6.3,5.2,4.41,265,6.4,No
Chennai,Tambaram,West,14.696,74.0108,11222,24525,6238,7.8,2.8,194,3.9,5.95,1.28,6.48,5.39,1.31,6.9,6.1,0.67,283,8.6,Yes
Chennai,Velachery,North,16.3991,73.3754,14427,26983,4663,8.2,3.3,139,6.7,3.45,2.27,1.93,0.74,1.03,7.5,5.9,5.52,128,6.7,No
Chennai,Tambaram,North,13.4844,76.6206,4733,81194,4390,6.5,3.0,222,5.1,2.15,1.11,1.01,4.11,1.22,8.2,7.8,3.31,227,6.7,Yes
Chennai,OMR,South,22.832,77.9317,9831,26018,1915,7.5,5.1,259,3.8,5.83,3.53,4.12,3.38,0.13,8.9,7.1,3.95,170,6.0,Yes
Chennai,Porur,West,22.5658,74.135,12082,70569,3042,7.0,4.5,170,4.9,2.58,1.77,3.33,4.81,0.74,7.7,5.0,2.83,139,8.9,Yes
Chennai,Velachery,Central,20.1154,77.7295,9275,35999,6019,6.6,2.3,191,7.1,4.8,2.0,1.15,2.94,0.89,7.8,5.1,0.5,79,7.2,Yes
Chennai,Porur,Central,17.6323,79.4227,9518,71149,3357,7.1,3.0,129,5.0,2.64,1.86,5.72,0.32,0.96,9.3,4.8,0.86,228,7.1,No
Chennai,Porur,Central,17.7113,80.143,12984,58557,5619,8.6,1.7,232,6.4,4.5,0.85,4.58,2.12,0.7,7.8,8.5,1.51,138,6.3,Yes
Chennai,Porur,North,25.2467,78.0072,7964,60218,3998,6.7,3.9,152,4.8,0.88,3.84,6.21,1.92,1.32,7.7,7.7,3.6,251,7.7,Yes
Chennai,Porur,West,22.9584,75.6193,9216,74662,3150,7.3,4.1,256,3.3,1.05,2.71,4.57,2.57,0.23,8.5,6.3,5.8,285,6.7,No
Chennai,Porur,East,27.6156,80.1656,11810,49078,3954,9.3,3.3,131,5.6,5.39,2.81,4.4,3.11,0.59,8.1,6.3,5.19,98,7.7,Yes
Chennai,Tambaram,Central,18.4394,79.5469,15977,20537,1899,8.2,4.2,168,7.1,3.74,4.24,1.94,2.39,0.92,7.5,6.5,5.94,109,6.6,Yes
Chennai,Anna Nagar,South,16.6527,73.0012,7125,23571,3943,7.0,3.5,173,4.2,3.68,0.35,6.3,2.66,0.54,9.3,9.0,2.18,264,7.1,Yes
Chennai,Anna Nagar,Central,19.2811,79.1505,15979,84773,3672,7.5,5.4,135,6.4,2.96,3.09,2.73,1.65,1.09,8.8,8.3,3.64,73,8.6,No
Chennai,Tambaram,South,22.9581,79.3687,7073,23382,4108,9.4,4.4,154,6.0,5.67,0.84,1.48,1.98,1.16,8.8,4.7,4.09,184,6.3,Yes
Chennai,Porur,West,26.6462,72.8291,14698,35899,5677,6.9,3.8,138,3.3,1.03,4.49,6.07,4.47,0.53,8.9,7.2,4.28,99,7.5,No
Chennai,Porur,Central,26.1281,77.5729,4678,58168,3392,9.2,3.3,131,7.4,1.32,0.32,5.58,3.49,0.73,8.0,6.5,4.63,230,6.1,Yes
Chennai,Anna Nagar,West,19.4727,76.5639,5866,40589,3838,7.0,5.3,131,4.6,3.59,1.49,2.26,5.38,0.18,6.5,7.5,2.35,172,8.7,Yes
Chennai,Porur,North,15.7832,73.5571,14573,58556,5530,7.5,2.6,156,7.4,1.46,0.67,1.96,5.34,1.13,9.3,4.7,1.44,265,7.4,Yes
Chennai,OMR,West,17.172,77.5602,10274,81649,6002,7.3,3.3,198,3.3,5.09,2.64,3.05,0.4,0.48,6.4,7.7,1.09,216,7.6,Yes
Chennai,Porur,Central,23.4351,77.0663,13409,64500,6049,8.8,2.3,201,4.7,1.11,1.82,1.38,2.85,0.45,6.1,7.1,5.4,154,7.8,Yes
Chennai,OMR,Central,16.3327,72.7393,11821,70110,5522,6.9,1.6,173,4.7,1.38,3.3,1.88,0.51,1.43,9.0,6.5,2.18,223,7.7,Yes
Chennai,Anna Nagar,West,13.675,75.3712,6357,84091,4228,6.7,1.4,191,3.6,5.95,4.18,4.03,4.98,1.33,8.2,5.4,1.84,60,6.1,Yes
Chennai,Anna Nagar,South,13.6341,74.9039,11408,33784,3838,6.7,4.1,149,7.4,2.39,1.85,5.1,4.01,0.88,7.7,5.7,2.56,184,9.1,Yes
Chennai,Porur,North,14.6532,78.1765,10879,79771,5227,7.2,2.7,229,4.7,3.46,0.68,2.21,4.15,1.42,8.0,6.9,3.95,177,6.9,No
Chennai,Porur,Central,14.5094,73.7024,5520,88467,5348,8.6,1.7,215,7.3,2.44,2.3,2.6,4.04,1.16,6.4,6.4,5.16,215,7.1,Yes
Chennai,OMR,East,23.1925,76.4659,14128,48521,3352,8.2,2.5,218,3.2,2.51,3.62,5.27,4.39,0.41,8.0,8.8,1.06,165,7.2,Yes
Chennai,Tambaram,South,26.8546,72.7383,14986,25664,2685,9.4,4.8,208,6.6,2.73,3.81,2.0,1.43,0.5,7.3,7.2,0.79,86,7.8,Yes
Chennai,Velachery,South,20.0733,75.5307,5845,76385,4489,8.2,4.3,132,5.0,4.81,2.19,6.31,2.47,0.3,6.8,5.6,1.28,131,6.2,No
Chennai,Anna Nagar,Central,13.5878,77.3488,8562,63943,4503,9.3,4.2,139,3.7,4.26,1.45,4.32,2.55,0.66,8.8,5.3,4.91,109,6.5,Yes
Chennai,Anna Nagar,West,16.9108,77.187,6956,70500,5391,9.1,3.7,177,7.1,4.06,2.47,5.75,0.71,1.14,7.4,5.0,5.35,270,8.7,Yes
Chennai,Porur,Central,17.168,77.2286,15055,57266,2154,7.4,2.3,162,4.7,3.34,3.55,3.22,5.41,0.3,6.7,7.2,0.9,289,8.1,No
Chennai,Porur,West,25.0762,74.4771,15926,61435,1632,9.2,1.6,245,5.1,1.71,4.19,4.03,2.27,0.15,7.5,6.8,1.51,259,7.8,Yes
Chennai,OMR,South,22.3852,73.8399,9512,52480,5589,6.9,4.7,185,7.2,0.82,4.2,6.44,4.2,0.59,9.4,8.8,1.01,172,9.1,Yes
Chennai,Porur,East,15.1576,76.3081,12746,88132,4786,7.4,1.6,173,7.2,3.89,1.6,1.08,0.58,0.63,6.7,4.7,3.19,67,9.1,Yes
Chennai,OMR,Central,18.5921,76.576,10408,71845,4853,7.5,3.9,224,6.8,5.64,3.46,1.49,1.1,0.12,6.5,7.1,1.72,274,8.9,Yes
Chennai,Anna Nagar,Central,23.2587,73.8252,7680,69602,4074,8.1,1.9,223,6.8,3.47,4.17,1.8,1.11,0.66,8.2,4.7,3.12,84,6.5,Yes
Chennai,Velachery,East,22.9436,74.5085,7727,89456,4186,7.9,3.8,243,3.5,5.77,1.64,2.58,4.78,0.6,9.1,6.2,2.39,168,7.4,Yes
Chennai,Porur,South,25.2691,78.7303,15616,51423,3849,8.3,3.2,226,5.1,1.08,4.29,2.65,0.53,0.72,6.8,7.5,5.63,172,6.4,Yes
Chennai,OMR,West,16.8267,72.9893,8621,47457,1632,7.3,3.8,209,5.8,1.2,3.22,3.84,0.9,0.54,6.0,7.3,1.49,239,9.2,Yes
Chennai,OMR,West,13.9204,72.953,11788,43422,1739,8.5,1.1,225,6.9,1.45,3.74,5.58,4.52,0.55,7.2,6.5,3.57,276,7.3,Yes
Chennai,Tambaram,East,13.7183,73.0472,10677,47792,3339,9.2,1.8,157,3.2,1.78,4.11,4.81,5.27,0.81,6.9,6.9,0.93,181,8.7,Yes
Chennai,Anna Nagar,South,19.1204,75.8217,12483,71415,6242,6.6,5.5,238,3.2,1.79,2.61,4.49,0.47,1.42,6.4,5.0,5.18,242,8.9,No
Chennai,Velachery,Central,28.6871,78.3317,15604,72654,2959,6.7,1.9,213,5.6,4.16,2.2,5.19,3.94,1.4,7.1,8.0,5.58,207,6.7,Yes
Chennai,OMR,Central,17.0356,75.9768,15369,24471,5234,6.7,4.9,240,4.4,4.44,4.21,4.19,3.29,0.7,6.9,8.4,5.38,175,8.0,No
Chennai,Tambaram,Central,26.0225,76.7601,7787,54925,2584,7.8,3.3,155,5.2,0.83,4.33,3.67,2.87,1.41,7.1,6.3,4.04,186,6.1,Yes
Chennai,OMR,East,22.0173,74.8242,14671,62274,4340,7.8,2.9,156,6.8,1.95,3.88,7.0,5.24,1.28,8.2,6.3,2.4,223,7.1,Yes
Chennai,Anna Nagar,South,23.284,79.7349,8033,82522,2296,8.4,5.5,230,5.6,5.8,2.59,3.28,4.67,0.51,6.5,6.8,0.99,79,7.1,No
Pune,Baner,West,28.592,79.7467,14791,61831,6286,8.8,2.0,187,6.9,2.94,0.42,1.06,4.11,1.15,7.4,7.2,4.95,188,8.4,Yes
Pune,Viman Nagar,Central,22.8918,76.0633,15643,78047,4568,6.6,2.2,225,6.5,5.87,1.18,4.0,3.81,0.34,8.4,4.6,4.69,107,9.0,Yes
Pune,Viman Nagar,North,15.4542,76.9849,13244,79818,2315,9.2,4.3,137,6.8,5.86,3.97,1.6,2.09,0.49,9.1,6.7,2.84,67,6.6,Yes
Pune,Kothrud,West,16.3963,76.8854,12400,42742,5235,8.2,1.1,258,7.3,2.15,1.48,3.36,0.37,0.25,6.3,4.5,3.77,113,9.1,No
Pune,Kothrud,North,22.2587,78.5467,15944,62943,1812,8.5,2.7,121,6.6,3.44,3.98,4.55,2.33,0.59,7.5,5.4,5.73,166,6.4,Yes
Pune,Kothrud,West,23.9553,75.4992,15088,74551,3935,8.4,1.4,244,6.7,1.65,2.45,5.59,4.31,0.7,7.2,4.9,4.13,101,8.0,Yes
Pune,Wakad,East,24.2564,73.3825,13403,40834,6280,9.1,2.8,198,4.0,1.72,3.39,3.72,0.4,0.47,7.9,8.9,3.48,295,7.0,Yes
Pune,Baner,Central,14.8455,79.0523,13055,33327,6318,7.5,4.2,203,4.9,2.38,2.04,3.08,0.7,0.8,8.4,7.0,1.42,165,8.3,No
Pune,Kothrud,South,13.3192,78.9009,10917,41310,6192,9.5,5.1,218,4.0,3.99,2.03,6.1,0.35,0.86,8.2,6.7,5.74,95,7.7,No
Pune,Kothrud,Central,27.6605,74.285,5861,52331,3568,7.2,3.0,149,6.6,1.44,3.52,6.88,1.76,0.59,8.1,7.6,1.45,180,8.4,No
Pune,Kothrud,North,17.663,78.4016,9656,54188,4895,9.5,5.3,127,7.2,3.61,4.17,1.47,1.51,1.03,9.4,8.1,5.87,111,7.7,Yes
Pune,Viman Nagar,North,16.7634,75.996,5481,29447,5973,6.9,2.7,244,5.8,3.53,2.24,1.52,0.65,1.28,9.4,7.6,4.77,125,7.8,Yes
Pune,Hinjewadi,West,24.5123,75.2777,8281,55817,5359,7.0,5.4,178,6.2,1.7,0.58,4.61,5.48,0.94,9.0,6.4,1.47,182,7.3,Yes
Pune,Kothrud,East,15.4883,74.2833,8769,48674,3587,7.9,1.1,194,3.7,5.16,3.35,6.39,5.47,0.11,9.4,7.6,0.77,170,9.3,Yes
Pune,Wakad,East,21.8885,77.7349,15175,47003,3841,7.8,2.2,179,5.5,5.37,4.11,6.66,3.02,0.35,7.4,8.5,1.7,281,8.2,Yes
Pune,Viman Nagar,Central,13.3081,75.3908,6746,64979,5614,9.4,3.6,236,5.5,2.12,3.85,5.31,2.75,1.46,6.9,5.9,4.27,254,8.2,No
Pune,Kothrud,West,17.9164,76.9023,4646,47110,4709,8.6,3.2,149,5.5,0.96,0.49,2.5,2.62,0.5,7.5,8.0,0.5,273,9.5,Yes
Pune,Hinjewadi,East,13.9461,75.1594,12545,29527,3129,7.6,3.2,253,7.0,0.61,3.84,1.25,3.52,0.75,9.3,7.4,2.0,228,6.2,No
Pune,Wakad,Central,22.2987,73.6086,14129,24495,3877,7.9,2.4,173,5.3,0.94,4.29,5.89,5.36,0.21,6.4,8.1,3.1,193,7.7,Yes
Pune,Kothrud,North,27.2637,76.2536,5559,70454,5710,7.8,5.3,147,7.2,3.78,4.4,6.93,1.55,1.17,9.0,8.3,1.19,170,6.5,Yes
Pune,Wakad,East,13.5423,74.1382,5408,18799,3380,7.8,1.7,214,6.9,1.25,0.48,1.76,2.76,0.63,7.5,9.0,2.64,189,7.9,Yes
Pune,Viman Nagar,North,18.7275,75.4473,7935,86107,3223,8.7,4.9,174,5.6,1.56,2.89,4.98,1.48,0.15,9.0,4.9,0.53,70,6.4,Yes
Pune,Viman Nagar,East,27.1672,76.1401,13840,69540,3420,7.4,2.2,204,6.6,3.65,1.0,3.52,4.22,0.69,6.3,5.1,0.76,97,8.8,No
Pune,Baner,West,22.0153,73.5668,12458,33219,3978,7.6,3.8,156,4.2,4.67,2.94,2.57,2.83,1.45,8.3,4.7,2.51,247,6.5,Yes
Pune,Kothrud,North,21.7439,78.501,6638,49054,2327,9.0,2.7,151,5.5,2.95,3.18,4.59,3.81,0.54,6.1,7.7,3.88,223,9.5,No
Pune,Viman Nagar,East,17.1893,77.2456,6479,70758,2134,8.7,2.5,125,4.6,5.38,0.8,5.5,1.66,0.43,9.1,6.9,1.07,269,6.3,No
